node,node,cost
N24,E10,62
N24,E11,62
N24,E12,62
N24,E13,62
N24,E14,62
N24,E15,62
N24,E16,62
N24,E17,62
N24,E18,62
N24,E19,62
N24,E20,62
N24,E21,62
N24,E22,62
N24,E23,62
N23,N23,15
N23,N22,15
N23,N21,15
N23,N20,15
N23,N19,15
N23,N18,15
N23,N17,15
N23,N16,15
N23,N15,15
N23,N14,15
N23,N13,15
N23,N12,15
N23,N11,15
N23,N10,15
N23,N09,15
N23,N08,15
N23,N07,32
N23,N05,43
N23,N04,47
N23,N03,50
N23,N02,55
N23,N01,58
N23,CEN,62
N23,E01,62
N23,E02,62
N23,E03,62
N23,E04,62
N23,E05,62
N23,E06,62
N23,E07,62
N23,E08,62
N23,E09,62
N23,E10,62
N23,E11,62
N23,E12,62
N23,E13,62
N23,E14,62
N23,E15,62
N23,E16,62
N23,E17,62
N23,E18,62
N23,E19,62
N23,E20,62
N23,E21,62
N23,E22,62
N23,E23,62
N22,N22,15
N22,N21,15
N22,N20,15
N22,N19,15
N22,N17,15
N22,N16,15
N22,N15,15
N22,N14,15
N22,N13,15
N22,N12,15
N22,N11,15
N22,N10,15
N22,N09,15
N22,N08,15
N22,N07,32
N22,N05,43
N22,N04,47
N22,N03,50
N22,N02,55
N22,N01,58
N22,CEN,62
N22,E01,62
N22,E02,62
N22,E03,62
N22,E04,62
N22,E05,62
N22,E06,62
N22,E07,62
N22,E08,62
N22,E09,62
N22,E10,62
N22,E11,62
N22,E12,62
N22,E13,62
N22,E14,62
N22,E15,62
N22,E16,62
N22,E17,62
N22,E18,62
N22,E19,62
N22,E20,62
N22,E21,62
N22,E22,62
N22,E23,62
N21,N20,15
N21,N19,15
N21,N18,15
N21,N17,15
N21,N16,15
N21,N15,15
N21,N14,15
N21,N13,15
N21,N12,15
N21,N11,15
N21,N10,15
N21,N09,15
N21,N08,15
N21,N07,32
N21,N05,43
N21,N04,47
N21,N03,50
N21,N02,55
N21,N01,58
N21,CEN,62
N21,E01,62
N21,E02,62
N21,E03,62
N21,E04,62
N21,E05,62
N21,E06,62
N21,E07,62
N21,E08,62
N21,E09,62
N21,E10,62
N21,E11,62
N21,E12,62
N21,E13,62
N21,E14,62
N21,E15,62
N21,E16,62
N21,E17,62
N21,E18,62
N21,E19,62
N21,E20,62
N21,E21,62
N21,E22,62
N21,E23,62
N20,N20,15
N20,N19,15
N20,N18,15
N20,N17,15
N20,N16,15
N20,N15,15
N20,N14,15
N20,N13,15
N20,N12,15
N20,N11,15
N20,N10,15
N20,N09,15
N20,N08,15
N20,N07,32
N20,N05,43
N20,N04,47
N20,N03,50
N20,N02,55
N20,N01,58
N20,CEN,62
N20,E01,62
N20,E02,62
N20,E03,62
N20,E04,62
N20,E05,62
N20,E06,62
N20,E07,62
N20,E08,62
N20,E09,62
N20,E10,62
N20,E11,62
N20,E12,62
N20,E13,62
N20,E14,62
N20,E15,62
N20,E16,62
N20,E17,62
N20,E18,62
N20,E19,62
N20,E20,62
N20,E21,62
N20,E22,62
N20,E23,62
N19,N19,15
N19,N18,15
N19,N17,15
N19,N16,15
N19,N15,15
N19,N14,15
N19,N13,15
N19,N12,15
N19,N11,15
N19,N10,15
N19,N09,15
N19,N08,15
N19,N07,32
N19,N05,43
N19,N04,47
N19,N03,50
N19,N02,55
N19,N01,58
N19,CEN,62
N19,E01,62
N19,E02,62
N19,E03,62
N19,E04,62
N19,E05,62
N19,E06,62
N19,E07,62
N19,E08,62
N19,E09,62
N19,E10,62
N19,E11,62
N19,E12,62
N19,E13,62
N19,E14,62
N19,E15,62
N19,E16,62
N19,E17,62
N19,E18,62
N19,E19,62
N19,E20,62
N19,E21,62
N19,E22,62
N19,E23,62
N18,N18,15
N18,N17,15
N18,N16,15
N18,N15,15
N18,N14,15
N18,N13,15
N18,N12,15
N18,N11,15
N18,N10,15
N18,N09,15
N18,N08,15
N18,N07,32
N18,N05,43
N18,N04,47
N18,N03,50
N18,N02,55
N18,N01,58
N18,CEN,62
N18,E01,62
N18,E02,62
N18,E03,62
N18,E04,62
N18,E05,62
N18,E06,62
N18,E07,62
N18,E08,62
N18,E09,62
N18,E10,62
N18,E11,62
N18,E12,62
N18,E13,62
N18,E14,62
N18,E15,62
N18,E16,62
N18,E17,62
N18,E18,62
N18,E19,62
N18,E20,62
N18,E21,62
N18,E22,62
N18,E23,62
N17,PK16,0
N17,N17,15
N17,N16,15
N17,N15,15
N17,N14,15
N17,N13,15
N17,N12,15
N17,N11,15
N17,N10,15
N17,N09,15
N17,N08,15
N17,N07,32
N17,N05,43
N17,N04,47
N17,N03,50
N17,N02,55
N17,N01,58
N17,CEN,62
N17,E01,62
N17,E02,62
N17,E03,62
N17,E04,62
N17,E05,62
N17,E06,62
N17,E07,62
N17,E08,62
N17,E09,62
N17,E10,62
N17,E11,62
N17,E12,62
N17,E13,62
N17,E14,62
N17,E15,62
N17,E16,62
N17,E17,62
N17,E18,62
N17,E19,62
N17,E20,62
N17,E21,62
N17,E22,62
N17,E23,62
N16,N16,15
N16,N15,15
N16,N14,15
N16,N13,15
N16,N12,15
N16,N11,15
N16,N10,15
N16,N09,15
N16,N08,15
N16,N07,32
N16,N05,43
N16,N04,47
N16,N03,50
N16,N02,55
N16,N01,58
N16,CEN,62
N16,E01,62
N16,E02,62
N16,E03,62
N16,E04,62
N16,E05,62
N16,E06,62
N16,E07,62
N16,E08,62
N16,E09,62
N16,E10,62
N16,E11,62
N16,E12,62
N16,E13,62
N16,E14,62
N16,E15,62
N16,E16,62
N16,E17,62
N16,E18,62
N16,E19,62
N16,E20,62
N16,E21,62
N16,E22,62
N16,E23,62
N15,N15,15
N15,N14,15
N15,N13,15
N15,N12,15
N15,N11,15
N15,N10,15
N15,N09,15
N15,N08,15
N15,N07,32
N15,N05,43
N15,N04,47
N15,N03,50
N15,N02,55
N15,N01,58
N15,CEN,62
N15,E01,62
N15,E02,62
N15,E03,62
N15,E04,62
N15,E05,62
N15,E06,62
N15,E07,62
N15,E08,62
N15,E09,62
N15,E10,62
N15,E11,62
N15,E12,62
N15,E13,62
N15,E14,62
N15,E15,62
N15,E16,62
N15,E17,62
N15,E18,62
N15,E19,62
N15,E20,62
N15,E21,62
N15,E22,62
N15,E23,62
N14,N14,15
N14,N13,15
N14,N12,15
N14,N11,15
N14,N10,15
N14,N09,15
N14,N08,15
N14,N07,32
N14,N05,43
N14,N04,47
N14,N03,50
N14,N02,55
N14,N01,58
N14,CEN,62
N14,E01,62
N14,E02,62
N14,E03,62
N14,E04,62
N14,E05,62
N14,E06,62
N14,E07,62
N14,E08,62
N14,E09,62
N14,E10,62
N14,E11,62
N14,E12,62
N14,E13,62
N14,E14,62
N14,E15,62
N14,E16,62
N14,E17,62
N14,E18,62
N14,E19,62
N14,E20,62
N14,E21,62
N14,E22,62
N14,E23,62
N13,N13,15
N13,N12,15
N13,N11,15
N13,N10,15
N13,N09,15
N13,N08,15
N13,N07,32
N13,N05,43
N13,N04,47
N13,N03,50
N13,N02,55
N13,N01,58
N13,CEN,62
N13,E01,62
N13,E03,62
N13,E04,62
N13,E05,62
N13,E06,62
N13,E07,62
N13,E08,62
N13,E09,62
N13,E10,62
N13,E11,62
N13,E12,62
N13,E13,62
N13,E14,62
N13,E15,62
N13,E16,62
N13,E17,62
N13,E18,62
N13,E19,62
N13,E20,62
N13,E21,62
N13,E22,62
N13,E23,62
N12,N12,15
N12,N11,15
N12,N10,15
N12,N09,15
N12,N08,15
N12,N07,32
N12,N05,43
N12,N04,47
N12,N03,50
N12,N02,55
N12,N01,58
N12,CEN,62
N12,E01,62
N12,E02,62
N12,E03,62
N12,E04,62
N12,E05,62
N12,E06,62
N12,E07,62
N12,E08,62
N12,E09,62
N12,E10,62
N12,E11,62
N12,E12,62
N12,E13,62
N12,E14,62
N12,E15,62
N12,E16,62
N12,E17,62
N12,E18,62
N12,E19,62
N12,E20,62
N12,E21,62
N12,E22,62
N12,E23,62
N11,N11,15
N11,N10,15
N11,N09,15
N11,N08,15
N11,N07,32
N11,N05,43
N11,N04,47
N11,N03,50
N11,N02,55
N11,N01,58
N11,CEN,62
N11,E01,62
N11,E02,62
N11,E03,62
N11,E04,62
N11,E05,62
N11,E06,62
N11,E07,62
N11,E08,62
N11,E09,62
N11,E10,62
N11,E11,62
N11,E12,62
N11,E13,62
N11,E14,62
N11,E15,62
N11,E16,62
N11,E17,62
N11,E18,62
N11,E19,62
N11,E20,62
N11,E21,62
N11,E22,62
N11,E23,62
N10,N10,15
N10,N09,15
N10,N08,15
N10,N07,32
N10,N05,43
N10,N04,47
N10,N03,50
N10,N02,55
N10,N01,58
N10,CEN,62
N10,E01,62
N10,E02,62
N10,E03,62
N10,E04,62
N10,E05,62
N10,E06,62
N10,E07,62
N10,E08,62
N10,E09,62
N10,E10,62
N10,E11,62
N10,E12,62
N10,E13,62
N10,E14,62
N10,E15,62
N10,E16,62
N10,E17,62
N10,E18,62
N10,E19,62
N10,E20,62
N10,E21,62
N10,E22,62
N10,E23,62
N09,BL14,0
N09,N09,15
N09,N08,15
N09,N07,32
N09,N05,43
N09,N04,47
N09,N03,50
N09,N02,55
N09,N01,58
N09,CEN,62
N09,E01,62
N09,E02,62
N09,E03,62
N09,E04,62
N09,E05,62
N09,E06,62
N09,E07,62
N09,E08,62
N09,E09,62
N09,E10,62
N09,E11,62
N09,E12,62
N09,E13,62
N09,E14,62
N09,E15,62
N09,E16,62
N09,E17,62
N09,E18,62
N09,E19,62
N09,E20,62
N09,E21,62
N09,E22,62
N09,E23,62
N08,BL13,0
N08,N08,17
N08,N07,17
N08,N05,28
N08,N04,32
N08,N03,35
N08,N02,40
N08,N01,43
N08,CEN,47
N08,E01,47
N08,E02,47
N08,E03,47
N08,E04,47
N08,E05,47
N08,E06,47
N08,E07,47
N08,E08,47
N08,E09,47
N08,E10,62
N08,E11,62
N08,E12,62
N08,E13,62
N08,E14,62
N08,E15,62
N08,E16,62
N08,E17,62
N08,E18,62
N08,E19,62
N08,E20,62
N08,E21,62
N08,E22,62
N08,E23,62
N07,N07,17
N07,N05,25
N07,N04,28
N07,N03,32
N07,N02,35
N07,N01,40
N07,CEN,43
N07,E01,47
N07,E02,47
N07,E03,47
N07,E04,47
N07,E05,47
N07,E06,47
N07,E07,47
N07,E08,47
N07,E09,47
N07,E10,62
N07,E11,62
N07,E12,62
N07,E13,62
N07,E14,62
N07,E15,62
N07,E16,62
N07,E17,62
N07,E18,62
N07,E19,62
N07,E20,62
N07,E21,62
N07,E22,62
N07,E23,62
N05,N05,17
N05,N04,17
N05,N03,25
N05,N02,28
N05,N01,32
N05,CEN,35
N05,E01,40
N05,E02,43
N05,E03,47
N05,E04,47
N05,E05,47
N05,E06,47
N05,E07,47
N05,E08,47
N05,E09,47
N05,E10,62
N05,E11,62
N05,E12,62
N05,E13,62
N05,E14,62
N05,E15,62
N05,E16,62
N05,E17,62
N05,E18,62
N05,E19,62
N05,E20,62
N05,E21,62
N05,E22,62
N05,E23,62
N04,N04,17
N04,N03,17
N04,N02,25
N04,N01,28
N04,CEN,32
N04,E01,35
N04,E02,40
N04,E03,43
N04,E04,47
N04,E05,47
N04,E06,47
N04,E07,47
N04,E08,47
N04,E09,47
N04,E10,62
N04,E11,62
N04,E12,62
N04,E13,62
N04,E14,62
N04,E15,62
N04,E16,62
N04,E17,62
N04,E18,62
N04,E19,62
N04,E20,62
N04,E21,62
N04,E22,62
N04,E23,62
N03,N03,17
N03,N02,17
N03,N01,25
N03,CEN,28
N03,E01,32
N03,E02,35
N03,E03,40
N03,E04,43
N03,E05,47
N03,E06,47
N03,E07,47
N03,E08,47
N03,E09,47
N03,E10,62
N03,E11,62
N03,E12,62
N03,E13,62
N03,E14,62
N03,E15,62
N03,E16,62
N03,E17,62
N03,E18,62
N03,E19,62
N03,E20,62
N03,E21,62
N03,E22,62
N03,E23,62
N02,AP01,0
N02,N02,17
N02,N01,17
N02,CEN,25
N02,E01,28
N02,E02,32
N02,E03,35
N02,E04,40
N02,E05,43
N02,E06,47
N02,E07,47
N02,E08,47
N02,E09,47
N02,E10,62
N02,E11,62
N02,E12,62
N02,E13,62
N02,E14,62
N02,E15,62
N02,E16,62
N02,E17,62
N02,E18,62
N02,E19,62
N02,E20,62
N02,E21,62
N02,E22,62
N02,E23,62
N01,N01,17
N01,CEN,17
N01,E01,25
N01,E02,28
N01,E03,32
N01,E04,35
N01,E05,40
N01,E06,43
N01,E07,47
N01,E08,47
N01,E09,47
N01,E10,62
N01,E11,62
N01,E12,62
N01,E13,62
N01,E14,62
N01,E15,62
N01,E16,62
N01,E17,62
N01,E18,62
N01,E19,62
N01,E20,62
N01,E21,62
N01,E22,62
N01,E23,62
CEN,S2,0
CEN,CEN,17
CEN,E01,17
CEN,E02,25
CEN,E03,28
CEN,E04,32
CEN,E05,35
CEN,E06,40
CEN,E07,43
CEN,E08,47
CEN,E09,47
CEN,E10,62
CEN,E11,62
CEN,E12,62
CEN,E13,62
CEN,E14,62
CEN,E15,62
CEN,E16,62
CEN,E17,62
CEN,E18,62
CEN,E19,62
CEN,E20,62
CEN,E21,62
CEN,E22,62
CEN,E23,62
E01,E01,17
E01,E02,17
E01,E03,25
E01,E04,28
E01,E05,32
E01,E06,35
E01,E07,40
E01,E08,43
E01,E09,47
E01,E10,62
E01,E11,62
E01,E12,62
E01,E13,62
E01,E14,62
E01,E15,62
E01,E16,62
E01,E17,62
E01,E18,62
E01,E19,62
E01,E20,62
E01,E21,62
E01,E22,62
E01,E23,62
E02,E02,17
E02,E03,17
E02,E04,25
E02,E05,28
E02,E06,32
E02,E07,35
E02,E08,40
E02,E09,43
E02,E10,58
E02,E11,62
E02,E12,62
E02,E13,62
E02,E14,62
E02,E15,62
E02,E16,62
E02,E17,62
E02,E18,62
E02,E19,62
E02,E20,62
E02,E21,62
E02,E22,62
E02,E23,62
E03,E03,17
E03,E04,17
E03,E05,25
E03,E06,28
E03,E07,32
E03,E08,35
E03,E09,40
E03,E10,55
E03,E11,55
E03,E12,55
E03,E13,55
E03,E14,55
E03,E15,55
E03,E16,55
E03,E17,55
E03,E18,55
E03,E19,55
E03,E20,55
E03,E21,55
E03,E22,55
E03,E23,55
E04,BL22,0
E04,E04,17
E04,E05,17
E04,E06,25
E04,E07,28
E04,E08,32
E04,E09,35
E04,E10,40
E04,E11,50
E04,E12,50
E04,E13,50
E04,E14,50
E04,E15,50
E04,E16,50
E04,E17,50
E04,E18,50
E04,E19,50
E04,E20,50
E04,E21,50
E04,E22,50
E04,E23,50
E05,E05,17
E05,E06,17
E05,E07,25
E05,E08,28
E05,E09,32
E05,E10,47
E05,E11,47
E05,E12,47
E05,E13,47
E05,E14,47
E05,E15,47
E05,E16,47
E05,E17,47
E05,E18,47
E05,E19,47
E05,E20,47
E05,E21,47
E05,E22,47
E05,E23,47
E06,E06,17
E06,E07,17
E06,E08,25
E06,E09,28
E06,E10,43
E06,E11,43
E06,E12,43
E06,E13,43
E06,E14,43
E06,E15,43
E06,E16,43
E06,E17,43
E06,E18,43
E06,E19,43
E06,E20,43
E06,E21,43
E06,E22,43
E06,E23,43
E07,E07,17
E07,E08,17
E07,E09,25
E07,E10,40
E07,E11,40
E07,E12,40
E07,E13,40
E07,E14,40
E07,E15,40
E07,E16,40
E07,E17,40
E07,E18,40
E07,E19,40
E07,E20,40
E07,E21,40
E07,E22,40
E07,E23,40
E08,E08,17
E08,E09,17
E08,E10,32
E08,E11,32
E08,E12,32
E08,E13,32
E08,E14,32
E08,E15,32
E08,E16,32
E08,E17,32
E08,E18,32
E08,E19,32
E08,E20,32
E08,E21,32
E08,E22,32
E08,E23,32
E09,E09,15
E09,E10,15
E09,E11,15
E09,E12,15
E09,E13,15
E09,E14,15
E09,E15,15
E09,E16,15
E09,E17,15
E09,E18,15
E09,E19,15
E09,E20,15
E09,E21,15
E09,E22,15
E09,E23,15
E10,E10,15
E10,E11,15
E10,E12,15
E10,E13,15
E10,E14,15
E10,E15,15
E10,E16,15
E10,E17,15
E10,E18,15
E10,E19,15
E10,E20,15
E10,E21,15
E10,E22,15
E10,E23,15
E11,E11,15
E11,E12,15
E11,E13,15
E11,E14,15
E11,E15,15
E11,E16,15
E11,E17,15
E11,E18,15
E11,E19,15
E11,E20,15
E11,E21,15
E11,E22,15
E11,E23,15
E12,E12,15
E12,E13,15
E12,E14,15
E12,E15,15
E12,E16,15
E12,E17,15
E12,E18,15
E12,E19,15
E12,E20,15
E12,E21,15
E12,E22,15
E12,E23,15
E13,E13,15
E13,E14,15
E13,E15,15
E13,E16,15
E13,E17,15
E13,E18,15
E13,E19,15
E13,E20,15
E13,E21,15
E13,E22,15
E13,E23,15
E14,E14,15
E14,E15,15
E14,E16,15
E14,E17,15
E14,E18,15
E14,E19,15
E14,E20,15
E14,E21,15
E14,E22,15
E14,E23,15
E15,YL23,0
E15,E15,15
E15,E16,15
E15,E17,15
E15,E18,15
E15,E19,15
E15,E20,15
E15,E21,15
E15,E22,15
E15,E23,15
E16,E16,15
E16,E17,15
E16,E18,15
E16,E19,15
E16,E20,15
E16,E21,15
E16,E22,15
E16,E23,15
E17,E17,15
E17,E18,15
E17,E19,15
E17,E20,15
E17,E21,15
E17,E22,15
E17,E23,15
E18,E18,15
E18,E19,15
E18,E20,15
E18,E21,15
E18,E22,15
E18,E23,15
E19,E19,15
E19,E20,15
E19,E21,15
E19,E22,15
E19,E23,15
E20,E20,15
E20,E21,15
E20,E22,15
E20,E23,15
E21,E21,15
E21,E22,15
E21,E23,15
E22,E22,15
E22,E23,15
E23,E23,15